012.208-0.101	012.208-0.101, [GPD88] 012.208-0.101, 
IRAS21088+6817	 V* T Cep, AG+68 892, BD+67 1291, GC 29611, GCRV 13320, GEN# +1.00202012, GSC 04460-02400, HD 202012, HIC 104451, HIP 104451, HR 8113, IRAS 21088+6817, IRC +70168, 2MASS J21093180+6829268, PLX 5101, PPM 22648, RAFGL 2721, SAO 19229, SKY# 40253, TYC 4460-2400-1, UBV M 25536, LFO93 2108+68, AAVSO 2108+68, 
IRAS21104+2834	 IRAS 21104+2834, 
IRAS21107+1235	 V* R Equ, AG+12 2476, AN 18.1900, BD+12 4573a, CSI+12 4573 1, DO 7256, GCRV 13339, HD 202051, IRAS 21107+1235, PPM 139768, AAVSO 2108+12, 
IRAS21107+1843	 V* AS Peg, IRAS 21107+1843, 2MASS J21130101+1856032, SV* R 292, UCAC2 38532380, AAVSO 2108+18, 
IRAS21115+7340	IRAS 21115+7340, AW Cep, 
IRAS21120+0736	 IRAS 21120+0736, PCC93 436, 
IRAS21124-0306	 V* RR Aqr, BD-03 5159, GCRV 13352, HD 202306, IRAS 21124-0306, 2MASS J21150130-0253449, PPM 204983, AAVSO 2109-03, 
IRAS21144+5430	 IRAS 21144+5430, 2MASS J21155563+5443310, WB89 60, 
IRAS21161+2827	 V* BB Cyg, AN 20.1912, IRAS 21161+2827, 
IRAS21173+5450	 IRAS 21173+5450, 2MASX J21185280+5503226, WB89 66, 
IRAS21174+1747	 IRAS 21174+1747, 2MASS J21194493+1800297, PCC93 437, 
IRAS21186+1414	 V* X Peg, BD+13 4676b, GCRV 13426, IRAS 21186+1414, 2MASS J21205984+1427007, UCAC2 36918333, AAVSO 2116+14, 
IRAS21192-1522	 V* T Cap, BD-15 5960, GC 29895, GCRV 13434, HD 203349, HIC 105498, HIP 105498, IRAS 21192-1522, 2MASS J21220082-1509331, PPM 238738, SAO 164343, SKY# 40698, AAVSO 2116-15, 
IRAS21202+2147	 V* SW Peg, AN 22.1909, IRAS 21202+2147, IRC +20506, RAFGL 2754, AAVSO 2117+21, 
IRAS21205+0037	 V* RW Aqr, AN 127.1908, BD+00 4716, IRAS 21205+0037, 2MASS J21230581+0050161, PPM 700790, SV* HV 3148, AAVSO 2118+00, 
IRAS21208+7737	IRAS 21208+7737, GH Cep, 
IRAS21216+5536	 V* V704 Cep, IRAS 21216+5536, 2MASS J21230922+5549148, NSV 25582, 
IRAS21219+4516	 IRAS 21219+4516, 
IRAS21228+5332	 IRAS 21228+5332, WB89 76, 
IRAS21237-3004	 V* S Mic, CD-30 18609, GCRV 13480, GSC 06950-00315, HD 204045, IRAS 21237-3004, 2MASS J21264409-2951046, PPM 736784, SKY# 40883, TYC 6950-315-1, AAVSO 2120-30, 
IRAS21262+7000	 V* AX Cep, AN 553.1936, C* 3035, CGCS 5322, CSI+69-21264, DO 39655, GSC 04465-00671, IRAS 21262+7000, IRC +70170, LEE 333, 2MASS J21265404+7013151, RAFGL 2768, LMW2001 785, LTY2003 NIRS 21263+6959, AAVSO 2125+69, 
IRAS21266+5016	 WB89 84, CPM P14, IRAS 21266+5016, 
IRAS21267+2157	IRAS 21267+2157, NV Peg, IRC +20511, 
IRAS21270+7135	 V* V363 Cep, IRAS 21270+7135, IRC +70171, NSV 13743, RAFGL 2771, 
IRAS21282+5050	 PN G093.9-00.1, IRAS 21282+5050, MSX5C G093.9873-00.1176, LFO93 2128+50, 
IRAS21286+1055	 V* UU Peg, AN 33.1912, IRAS 21286+1055, IRC +10498, RAFGL 2775, LFO93 2128+10, PCC93 438, AAVSO 2126+10, 
IRAS21290+5535	 IRAS 21290+5535, 
IRAS21293+5535	 IRAS 21293+5535, WB89 88, 
IRAS21306+5540	 LBN 443, GAL 097.5+03.2, GSC2 N012203318145, IRAS 21306+5540, KR 23A, LBN 097.56+03.14, 2MASX J21321039+5552423, PK 097+03 1, PN VV' 551, PN ARO 363, PN A66 77, PN A55 63, PN G097.5+03.1, SH 2-128, WB89 91, 
IRAS21307+5049	 IRAS 21307+5049, Mol 136, WB89 93, 
IRAS21313+4341	IRAS 21313+4341, V624 Cyg, 
IRAS21316-1411	 V* Y Cap, FBS L 9-97, FBS 2131-142, IRAS 21316-1411, AAVSO 2128-14, 
IRAS21318+5631	 LDN 1085, CGCS 6888, IRAS 21318+5631, RAFGL 5625S, LFO93 2131+56, 
IRAS21334+5039	 WB89 94, IRAS 21334+5039, 2MASS J21350991+5053048, 
IRAS21341+5101	 V* V1728 Cyg, GSC 03603-00512, IRAS 21341+5101, 2MASS J21355241+5114417, D75 139, 
IRAS21358+7823	 V* S Cep, BD+77 827, C* 3055, CGCS 5406, GC 30287, GCRV 13590, HD 206362, HIC 106583, HIP 106583, IRAS 21358+7823, IRC +80048, LEE 336, 2MASS J21351284+7837282, POVR 3, RAFGL 2785, SAO 10100, SKY# 41158, LFO93 2135+78, AAVSO 2136+78, 
IRAS21368+5456	 IRAS 21368+5456, WB89 102, 
IRAS21368+5502	 IRAS 21368+5502, WB89 101, 
IRAS21379+5106	 IRAS 21379+5106, 2MASX J21394111+5120356, WB89 105, 
IRAS21381+5000	 V* V645 Cyg, AN 47.1919, FMC 50, GSC 03599-01758, HBHA 4704-01, HH 218, IRAS 21381+5000, RAFGL 2789, SV* SON 4559, BE83 Maser 094.60-02.00, BE83 IR 094.60-02.00, GCR2002 V645 Cyg VLA 6, KW97 58-56, PCC93 443, SHK2000 21381+5000, SVV2002 H2O Maser, 
IRAS21388+5622	 FSE2005 7, GLMP 1040, GN 21.38.9, IRAS 21388+5622, SFO 37, WB89 107, G85 12, 
IRAS21391+5026	 LDN 1059, IRAS 21391+5026, 2MASS J21405742+5039583, WB89 109, 
IRAS21391+5802	 WB89 110, IRAS 21391+5802, LDN 1121, Mol 138, SFO 38, BGE2002 VLA 2, BGE2002 BIMA 2, CBN2001 A, 
IRAS21413+5442	 LDN 1084, CPM P17, GAL 098.035+01.446, IRAS 21413+5442, 2MASS J21430143+5456183, WB89 114, DBY94 097.9+01.6, DBY94 127, 
IRAS21414+7609	IRAS 21414+7609, AM Cep, IRC +80049, 
IRAS21419+5832	 V* mu. Cep, * mu. Cep, ADS 15271 A, AG+58 1378, BD+58 2316, CCDM J21435+5847A, Cl Trumpler 37 1319, CSI+58 2316 1, DO 40029, GC 30440, GCRV 13658, GSC 03979-01616, HD 206936, HIC 107259, HIP 107259, HR 8316, IDS 21404+5819 A, IRAS 21419+5832, IRC +60325, JP11 3398, 2MASS J21433045+5846480, NAME Herschel's Garnet Star, NAME ERAKIS, PLX 5252, PPM 39787, RAFGL 2802, SAO 33693, SKY# 41413, SV* VV 469, TYC 3979-1616-1, UBV 21553, YZ 58 12465, KW97 59-21, LFO93 2141+58, AAVSO 2140+58, 
IRAS21419+5832	IRAS 21419+5832, mu. Cep, IRC +60325, 
IRAS21426+1228	 V* TU Peg, AG+12 2559, AN 129.1908, BD+12 4678, HIC 107390, HIP 107390, IRAS 21426+1228, IRC +10504, 2MASS J21450460+1241550, PPM 140583, RAFGL 2804, SV* HV 3150, AAVSO 2140+12, 
IRAS21428+4614	 IRAS 21428+4614, 
IRAS21439-0226	IRAS 21439-0226, EP Aqr, 
IRAS21443+4329	 IRAS 21443+4329, 
IRAS21453+5959	 V* V705 Cep, IRAS 21453+5959, 2MASS J21465263+6013484, NSV 25769, 
IRAS21456+6422	 V* RT Cep, AN 185.1904, IRAS 21456+6422, IRC +60328, RAFGL 2808, LFO93 2145+64, AAVSO 2144+64, 
IRAS21466+7847	IRAS 21466+7847, V436 Cep, 
IRAS21467+4400	 IRAS 21467+4400, 
IRAS21479+5510	 IRAS 21479+5510, 2MASX J21494054+5524501, WB89 128, 
IRAS21509+6234	 V* V496 Cep, IRAS 21509+6234, LD 235, 2MASS J21521937+6248394, RAFGL 5646S, 
IRAS21512+5625	 IRAS 21512+5625, GAL 100.21+01.88, WB89 135, PCC93 450, 
IRAS21519+5613	 IRAS 21519+5613, Mol 139, WB89 136, 
IRAS21522+6018	 V* PY Cep, CSV 5485, IRAS 21522+6018, IRCO 26, SV* R 90, GG75 25, 
IRAS21527+5727	 IRAS 21527+5727, GAL 101.00+02.56, PCC93 452, 
IRAS21540+4806	 V* LX Cyg, AN 348.1929, CSS 1286, GSC 03608-00738, IRAS 21540+4806, 2MASS J21555703+4820525, S1* 696, AAVSO 2152+47A, 
IRAS21542+5558	 PCC93 453, GAL 100.25+01.28, GLMP 1046, IRAS 21542+5558, WB89 139, 
IRAS21554+6204	 LFO93 2155+62, GLMP 1048, IRAS 21554+6204, 
IRAS21561+5806	 IRAS 21561+5806, GAL 101.76+02.81, 2MASX J21574381+5821133, WB89 144, PCC93 455, 
IRAS21563+5630	 V* PR Cep, CSI+56-21563, CSV 5494, Hetzler I 1, IRAS 21563+5630, IRC +60334, RAFGL 2825, UBV 18797, 
IRAS21576+4817	 V* FG Cyg, AN 60.1919, IRAS 21576+4817, IRC +50413, 
IRAS21585+0552	 V* V Peg, BD+05 4928, BPS BS 17569-0024, GCRV 13824, HD 209127, IRAS 21585+0552, IRC +10505, RAFGL 5658S, SV* HV 64, AAVSO 2156+05, 
IRAS21587+4231	IRAS 21587+4231, BI Lac, 
IRAS21593+6813	 V* BG Cep, AN 560.1936, GSC 04463-02730, IRAS 21593+6813, 2MASS J22003062+6828228, K98c Em* 81, 
IRAS22009-2817	 V* S PsA, CD-28 17574, GCRV 72713, GSC 06960-01450, HD 209400, IRAS 22009-2817, AAVSO 2158-28, 
IRAS22017+2806	 V* TW Peg, AG+28 2610, AGKR 19737, AN 124.1907, BD+27 4243, DO 21129, GCRV 13862, GSC 02216-01365, HD 209598, HIC 108928, HIP 108928, IRAS 22017+2806, IRC +30481, 2MASS J22035952+2820542, PMC 90-93 4643, PPM 113977, RAFGL 2837, SAO 90201, SKY# 42039, SV* HV 2978, TYC 2216-1365-1, YZ 28 13147, LFO93 2201+28, PCC93 456, AAVSO 2159+27, 
IRAS22019+3452	 V* RT Peg, AN 19.1902, CCDM J22042+3507A, CSI+34-22019, GCRV 13863, HD 209641, IDS 21598+3438 A, IRAS 22019+3452, 2MASS J22041013+3507183, AAVSO 2159+34, 
IRAS22035+3506	 V* SV Peg, AG+35 2278, AN 162.1907, BD+34 4597, DO 21158, GCRV 27322, GSC 02728-00760, HD 209872, HIC 109070, HIP 109070, IRAS 22035+3506, IRC +40501, 2MASS J22054207+3520543, PPM 87387, RAFGL 2845, SAO 72019, SV* HV 3006, TYC 2728-760-1, LFO93 2203+35, PCC93 457, AAVSO 2201+34A, 
IRAS22036+3315	 V* RZ Peg, AG+33 2187, AN 51.1906, BD+32 4335, C* 3107, CGCS 5570, CSI+32 4335 1, GCRV 13885, GEN# +1.00209890A, GSC 02724-01872, HD 209890, HIC 109089, HIP 109089, IRAS 22036+3315, IRC +30484, JP11 3450, 2MASS J22055296+3330246, SV* HV 1211, UBV M 26121, AAVSO 2201+33B, 
IRAS22048+116*	IRAS 22048+116*, IU Peg, 
IRAS22053+3729	 IRAS 22053+3729, 
IRAS22093+5502	 V* AB Cep, AN 367.1929, GSC 03973-00260, HBHA 5704-40, IRAS 22093+5502, KW97 61-49, AAVSO 2207+54, 
IRAS22097+5647	 V* CU Cep, AN 392.1933, Hetzler I 8, IRAS 22097+5647, IRC +60345, RAFGL 2865, LFO93 2209+56, AAVSO 2208+56, 
IRAS22097+5647	IRAS 22097+5647, CU Cep, 
IRAS22103+5120	 2MASS J22121553+5135030, IRAS 22103+5120, 
IRAS22130+5634	 IRAS 22130+5634, LFO93 2213+56, 
IRAS22134+5834	 IRAS 22134+5834, IRCO 139, WB89 160, WFS 101, 
IRAS22142+5206	 2MASX J22161026+5221220, CPM 37, GLMP 1054, IRAS 22142+5206, 
IRAS22151-2951	 V* R PsA, AN 81.1937, CD-30 19092, CPC 17 12109, GC 31185, GCRV 73030, HD 211493, IRAS 22151-2951, 2MASS J22180020-2936143, PPM 273617, SAO 191030, SV* HV 9739, AAVSO 2212-30, 
IRAS22159-2109	 V* X Aqr, CSI-21-22159, CSS 1292, GCRV 14030, GSC 06384-01506, HD 211610, HIC 110146, HIP 110146, IRAS 22159-2109, IRC -20616, 2MASS J22183931-2054037, S1* 700, SV* HV 65, C97 68, AAVSO 2213-21, 
IRAS22166+5233	IRAS 22166+5233, 
IRAS22166+5233	IRAS 22166+5233, XY Lac, 
IRAS22172+5549	IRAS 22172+5549, LBN 102.79-00.92, 
IRAS22176+6303	 LBN 505, IRAS 22176+6303, IRCO 432, LBN 106.60+05.16, OCISM 53, RAFGL 2884, SH 2-140, WB89 171, GSL2002 108, SFD98 106.8+05.3, 
IRAS22177+5936	 TVH89 438, IRAS 22177+5936, IRCO 243, NSV 25875, OH 104.91 +2.41, OH 104.9 +2.5, OH 104.9 +2.4, RAFGL 2885, LFO93 2217+59, NHO98 22177+5936, PCC93 463, 
IRAS22198+6336	 LDN 1204A, IRAS 22198+6336, Mol 145, SH 2-140 A, WB89 176, TBM93 A, 
IRAS22199+6322	 LDN 1204B, IRAS 22199+6322, SH 2-140 B, TBM93 B, 
IRAS22200+5502	IRAS 22200+5502, LX Lac, 
IRAS22210+5515	 V* SU Lac, ADS 15892 D, AN 5.1915, BD+54 2755D, CCDM J22229+5533D, CSI+54 2755 3, IDS 22192+5505 D, IRAS 22210+5515, 2MASS J22225703+5530408, AAVSO 2219+55B, 
IRAS22233+3013	 V* RV Peg, AN 159.1904, CSI+30-22232, GCRV 14095, HD 212678, IRAS 22233+3013, IRC +30492, RAFGL 2900, AAVSO 2221+29, 
IRAS22268+4003	 V* S Lac, AG+40 2345, BD+39 4851, DO 21513, GC 31414, GCRV 14131, GEN# +1.00213191, GSC 03204-01151, HD 213191, HIC 110972, HIP 110972, IRAS 22268+4003, IRC +40512, 2MASS J22290091+4018556, RAFGL 5691S, SAO 52048, SKY# 42778, SV* HV 16, TYC 3204-1151-1, AAVSO 2224+39, 
IRAS22277+4534	 IRC +50434, IRAS 22277+4534, PCC93 466, 
IRAS22305+5803	 IRAS 22305+5803, GAL 105.51+00.23, IRCO 289, 2MASX J22322397+5818579, Mol 148, WB89 190, PCC93 467, 
IRAS22308+5812	 PCC93 468, GRS 105.63 -00.34, IRAS 22308+5812, IRCO 301, WB89 191, 
IRAS22315+2418	 V* SS Peg, AN 130.1907, CSI+24-22315, DO 21579, GCRV 14177, GSC 02223-00606, HD 213837, HIC 111385, HIP 111385, IRAS 22315+2418, IRC +20532, 2MASS J22335833+2433539, RAFGL 2921, SV* HV 2984, TYC 2223-606-1, AAVSO 2229+24, 
IRAS22331+5809	IRAS 22331+5809, 
IRAS22343+7501	 TW96 N1a, IRAS F22343+7501, IRAS 22343+7501, BEA2001 L1251A 6, KP93 3-8, NJH2003 7, 
IRAS22350+7502	 XMMU J223605.8+751831, IRAS F22350+7502, IRAS 22350+7502, 2MASS J22360559+7518325, KP93 2-2, KP93 3-9, NJH2003 6, S2006 11, TW96 N2, 
IRAS22365+5818	IRAS 22365+5818, 
IRAS22376+7455	 XMMU J223842.5+751146, IRAS F22376+7455, IRAS 22376+7455, 2MASS J22384249+7511455, AVE98 LDN 1251B 3, ETM94 IRAS 22376+7455 Star 1KP93 2-44, KP93 3-14, NJH2003 4, S2006 24, TW96 H2b, 
IRAS22394+5623	 IRAS 22394+5623, 
IRAS22394+6930	 V* V707 Cep, IRAS 22394+6930, 2MASS J22405980+6946146, NSV 25942, 
IRAS22402+1045	 V* MP Peg, FBS 2240+107, FBS L 13-159, GSC 01155-01692, IRAS 22402+1045, 2MASS J22424712+1100538, PCC93 470, AAVSO 2237+10, 
IRAS22410+4206	 V* R Lac, ADS 16217 A, AG+42 2207, BD+41 4589, CCDM J22433+4222A, CSI+41 4589 1, GC 31710, GCRV 14276, GSC 03222-00674, HD 215254, IDS 22388+4150 A, IRAS 22410+4206, PPM 63311, SAO 52298, D75 155, AAVSO 2238+41, 
IRAS22466+6942	 V* V708 Cep, IRAS 22466+6942, 2MASS J22481402+6958285, NSV 25963, 
IRAS22472+5819	 V* AL Cep, AN 395.1933, GSC 03996-00641, IRAS 22472+5819, 2MASS J22491688+5835071, D75 159, AAVSO 2245+58, 
IRAS22475+5939	IRAS 22475+5939, 
IRAS22479+1737	 V* SX Peg, AN 46.1909, CSI+17-22480, CSS 1309, GSC 01702-00595, HIC 112784, HIP 112784, IRAS 22479+1737, 2MASS J22502483+1753366, RAFGL 5720S, S1* 714, TYC 1702-595-1, C97 69, AAVSO 2245+17, 
IRAS22480+6002	 MSX6C G108.4255+00.8939, IRAS 22480+6002, IRC +60370, IRCO 613, RAFGL 2968, NHO98 22480+6002, 
IRAS22489+6359	 V* VX Cep, AN 35.1927, IRAS 22489+6359, IRC +60371, RAFGL 2971, SV* R 222, AAVSO 2247+63, 
IRAS22516+0838	 V* KZ Peg, DO 7912, GSC 01153-00409, IRAS 22516+0838, IRC +10523, 2MASS J22541140+0854074, NSV 14352, RAFGL 2984, StM 554, UCAC2 34946692, BSD80 225140+083754, PCC93 473, TVH89 439, 
IRAS22516+0838	IRAS 22516+0838, KZ Peg, IRC +10523, 
IRAS22517+6215	 IRAS 22517+6215, IRCO 792, WB89 216, 
IRAS22525+6033	 V* MY Cep, Cl* NGC 7419 BMD 950, Cl* NGC 7419 BNSW b, CSV 8802, IRAS 22525+6033, IRC +60375, 2MASS J22543171+6049388, RAFGL 2987, MO2001 23, PCC93 474, 
IRAS22534+5653	IRAS 22534+5653, 
IRAS22539+5758	 2MASX J22555978+5814424, CPM 38, IRAS 22539+5758, IRCO 588, WB89 221, 
IRAS22543+5821	IRAS 22543+5821, 
IRAS22543+6145	 IRAS 22543+6145, IRCO 806, WB89 223, HW84 6a, HW84 6, 
IRAS22544-2036	 V* S Aqr, BD-21 6330, GC 31992, GCRV 14405, GEN# +1.00216907, HD 216907, IRAS 22544-2036, IRC -20624, 2MASS J22570649-2020355, PPM 274413, RAFGL 2993, SAO 191516, SKY# 43591, BEM91 19, AAVSO 2251-20, 
IRAS22551+6221	IRAS 22551+6221, 
IRAS22555+6213	 IRAS 22555+6213, IRCO 847, 
IRAS22556+5833	 V* V627 Cas, EM* VES 949, EM* AS 501, GEN# +6.20055949, HBC 316, HBHA 5705-04, HIC 113373, HIP 113373, IRAS 22556+5833, IRCO 646, 2MASS J22574095+5849127, MHA 73-59, NSV 14378, RAFGL 2999, SV* SVS 2419, BE83 Maser 108.66-00.86, HHG86 225538.0+583302, KW97 66-40, LBH75 225538+583302, LFO93 2255+58, PCC93 478, TVH89 440, AAVSO 2253+58, 
IRAS22566+5828	 IRAS 22566+5828, IRCO 669, 
IRAS22566+5830	 PCC93 479, GRS 108.76 -00.95, IRAS 22566+5830, IRCO 670, WB89 228, HLB98 Onsala 175, 
IRAS22570+5912	 IRAS 22570+5912, IRCO 712, 2MASX J22590547+5928236, Mol 153, WB89 229, 
IRAS22572+4234	 V* SZ And, AN 141.1907, IRAS 22572+4234, 
IRAS22595+4537	IRAS 22595+4537, VY And, 
IRAS23004+5642	 IRAS 23004+5642, GAL 108.47-02.82, IRCO 621, 2MASS J23023471+5659170, WB89 234, CF95 59, PCC93 481, 
IRAS23011+6126	 IRAS23011+6126, CEP E-MM,
IRAS23015+4835	 V* AZ And, GSC 03631-00011, IRAS 23015+4835, SV* SVS 737, TYC 3631-11-1, AAVSO 2259+48, 
IRAS23017+1502	 V* RW Peg, AG+15 2583, AN 34.1904, BD+14 4925, GCRV 14472, GSC 01711-02067, HD 217949, IRAS 23017+1502, 2MASS J23041149+1518120, PPM 142147, SV* HV 191, TYC 1711-2067-1, 
IRAS23030+5958	IRAS 23030+5958, 
IRAS23031+6211	IRAS 23031+6211, 
IRAS23032+5937	IRAS 23032+5937, 
IRAS23033+5951	IRAS 23033+5951, 
IRAS23037+6213	 IRAS 23037+6213, IRCO 1033, NAME CEP C, WB89 243, PCC93 485, 
IRAS23041+1016	 V* R Peg, AG+10 3170, BD+09 5158, DO 7949, GC 32187, GCRV 14501, GEN# +1.00218292, HD 218292, HIC 114114, HIP 114114, IRAS 23041+1016, IRC +10527, JP11 3584, 2MASS J23063917+1032359, PPM 142189, RAFGL 3023, SAO 108403, SKY# 43862, YZ 10 11528, PCC93 486, AAVSO 2301+10, 
IRAS23047-2551	IRAS 23047-2551, AF Scl, IRC -30464, 
IRAS23095+5925	 V* V Cas, AG+59 1588, BD+58 2560, CSI+58 2560 1, GCRV 14560, GEN# +1.00218997, GSC 04010-00907, HBHA 5706-24, HD 218997, HIC 114515, HIP 114515, IRAS 23095+5925, IRC +60389, IRCO 937, 2MASS J23114070+5941586, PPM 41570, RAFGL 3044, TYC 4010-907-1, D75 170, KW97 67-39, AAVSO 2307+59, 
IRAS23106+6340	IRAS 23106+6340, CK Cep, 
IRAS23116+6111	IRAS 23116+6111, 
IRAS23133+6050	IRAS 23133+6050, 
IRAS23138+5945	IRAS 23138+5945, 
IRAS23139+5939	IRAS 23139+5939, 
IRAS23173+2600	 V* W Peg, BD+25 4919a, DO 22163, GCRV 14632, GSC 02245-00115, HD 219946, HIC 115188, HIP 115188, IRAS 23173+2600, IRC +30509, 2MASS J23195050+2616437, RAFGL 3075, TYC 2245-115-1, PCC93 492, AAVSO 2314+25, 
IRAS23176+4658	 V* EU And, C* 3184, CGCS 5848, GSC 00364-00752, IRAS 23176+4658, LEE 358, RAFGL 3077S, TYC 3640-752-1, PCC93 493, 
IRAS23180+0838	 V* S Peg, BD+08 5047a, GC 32497, GCRV 14642, GPM 350.135961+08.918991, GSC 01162-00250, HD 220033, HIC 115242, HIP 115242, IRAS 23180+0838, IRC +10533, 2MASS J23203261+0855077, RAFGL 3076, SAO 128130, SKY# 44236, TYC 1162-250-1, AAVSO 2315+08, 
IRAS23182+3920	 V* RY And, AN 44.1905, FBS 2318+393, IRAS 23182+3920, IRC +40535, RAFGL 3080S, PCC93 494, AAVSO 2315+39, 
IRAS23196+7841	 V* RY Cep, AN 4.1909, BD+78 830, GSC 04610-01733, IRAS 23196+7841, 2MASS J23211452+7857317, TYC 4610-1733-1, AAVSO 2318+78, 
IRAS23198-0230	 V* BP Psc, BPS CS 22949-0035, EM* StHA 202, GLMP 1073, GSC 05244-00148, IRAS F23198-0230, IRAS 23198-0230, 2MASS J23222469-0213414, MCBB 3-123, PDS 103, 
IRAS23212+3927	 V* BU And, FBS 2321+397, GSC 03234-00546, IRAS 23212+3927, IRC +40536, 2MASS J23233988+3943370, RAFGL 3088, SV* SON 4787, SV* SVS 944, PCC93 495, AAVSO 2318+39, 
IRAS23243+4458	 V* AL And, IRAS 23243+4458, SV* R 100, USNO-B1.0 1352-00519966, 
IRAS23250+5837	 IRAS 23250+5837, IRCO 1282, WB89 277, PCC93 496, 
IRAS23299+5934	IRAS 23299+5934, 
IRAS23303+0306	IRAS 23303+0306, DM Psc, 
IRAS23312+0601	 NSV 14611, EIC 891, GSC 00591-01077, IRAS 23312+0601, IRC +10537, 2MASS J23334707+0617550, RAFGL 5775S, StM 556, TYC 591-1077-1, UCAC2 34034891, PCC93 497, 
IRAS23314+6033	 2MASX J23334382+6050267, IRAS 23314+6033, IRCO 1432, Mol 158, WB89 284, 
IRAS23336+0932	 V* FF Peg, AN 368.1934, IRAS 23336+0932, AAVSO 2331+09, 
IRAS23365+5953	IRAS 23365+5953, 
IRAS23385+6053	 PCC93 499, GAL 114.53-00.54, IRAS 23385+6053, IRCO 1542, Mol 160, WB89 294, 
IRAS23412-1533	 V* R Aqr, BD-16 6352, EM* MWC 400, GC 32948, GCRV 14862, GEN# +1.00222800, GSC 06404-00077, HD 222800, HIC 117054, HIP 117054, HR 8992, IRAS 23412-1533, IRC -20642, 2MASS J23434939-1517043, PPM 242022, RAFGL 3136, 1RXS J234351.0-151655, SAO 165849, SKY# 44830, TYC 6404-77-1, YZ 105 8733, WCP90 234114.252-153343.26, AAVSO 2338-15, 
IRAS23416+6130	 V* PZ Cas, BD+60 2613, GCRV 27264, GEN# +0.06002613, GPSR 115.058-0.048, HIC 117078, HIP 117078, IRAS 23416+6130, IRC +60417, JP11 220, 2MASS J23440330+6147221, OH 115.06 -0.05, RAFGL 3138, UBV M 4428, PCC93 500, TVH89 441, AAVSO 2339+61, 
IRAS23420+5618	 V* Z Cas, BD+55 3009a, GCRV 14869, HD 222914, IRAS 23420+5618, IRC +60418, 2MASS J23443159+5634527, RAFGL 3141, D75 186, KW97 69-29, AAVSO 2339+56, 
IRAS23425+4338	 V* EY And, CIT 14, CSV 5786, DO 43669, IRAS 23425+4338, IRC +40545, JP11 5552, RAFGL 3143, SV* P 2411, SV* R 102, PCC93 501, TVH89 442, 
IRAS23448+6010VLA1	IRAS 23448+6010VLA1, 
IRAS23485+6152	 IRAS 23485+6152, 
IRAS23496+6131	 V* V657 Cas, IRAS 23496+6131, IRC +60427, IRCO 1728, NSV 14731, RAFGL 3165, LFO93 2349+61, PCC93 502, 
IRAS23506+6224	 IRAS 23506+6224, IRCO 1761, WB89 304, 
IRAS23518+5713	 * rho Cas, * 7 Cas, AG+57 1709, AN 67.1901, BD+56 3111, DO 43798, EM* CDS 1510, FK5 899, GC 33160, GCRV 14955, GSC 04009-02605, HD 224014, HIC 117863, HIP 117863, HR 9045, IRAS 23518+5713, IRC +60429, JP11 3656, 2MASS J23542302+5729578, N30 5236, PLX 5775, PMC 90-93 635, PPM 42338, RAFGL 3173, ROT 3459, SAO 35879, SKY# 45112, SV* HV 194, TYC 4009-2605-1, UBV 21544, uvby98 100224014 V, V* rho Cas, YZ 57 14490, KW97 70-4, AAVSO 2349+56, 
IRAS23528+4821	 V* RS And, AG+48 2137, BD+47 4318, DO 43814, GCRV 27275, GSC 03643-00334, HD 224126, IRAS 23528+4821, IRC +50483, 2MASS J23552172+4838175, PPM 64798, RAFGL 3176, SAO 53480, SV* HV 127, TYC 3643-334-1, PCC93 504, AAVSO 2350+48, 
IRAS23532+5326	 V* RR Cas, AN 5.1900, BD+52 3559a, GCRV 14970, IRAS 23532+5326, KW97 70-14, AAVSO 2350+53, 
IRAS23545+6508	IRAS 23545+6508, 
IRAS23553-0914	 V* V Cet, BD-09 6294, FBS 2355-092, FBS L 10-168, GC 33232, GCRV 14993, GSC 05831-00843, HD 224442, IRAS 23553-0914, SAO 147001, YZ 99 8439, BEM91 12, AAVSO 2352-09, 
IRAS23554+5612	 V* WY Cas, AN 595.1936, AN 11.1918, CSI+56-23554, CSS 1345, GSC 04009-01430, IRAS 23554+5612, IRC +60431, 2MASS J23580131+5629133, RAFGL 3187, S1* 739, SV* SVS 2, AAVSO 2352+55, 
IRAS23558+5106	 V* R Cas, ADS 17135 A, AG+51 1856, BD+50 4202, CCDM J23584+5123A, CSI+50 4202 1, DIRBE D23582487P5123190, GC 33244, GCRV 14998, HD 224490, HIC 118188, HIP 118188, HR 9066, IDS 23533+5050 A, IRAS 23558+5106, IRC +50484, 2MASS J23582487+5123190, PPM 42410, RAFGL 3188, SAO 35938, SKY# 45221, UBV 21530, YZ 51 8551, LFO93 2355+51, PCC93 505, WCP90 235552.000+510637.76, AAVSO 2353+50, 
IRAS23561+6037	 IRAS 23561+6037, 
IRAS23575+2536	 V* Z Peg, AN 42.1901, BD+25 5054, DO 22611, GCRV 15019, GSC 01732-02730, HD 224709, HIC 8, HIP 8, IRAS 23575+2536, IRC +30522, 2MASS J00000657+2553112, RAFGL 3194, SV* HV 195, TYC 1732-2730-1, AAVSO 2355+25, 
IRAS23577+2619	IRAS 23577+2619, AH Peg, 
IRAS23580+5633	 IRAS 23580+5633, 
IRAS23587+6004	IRAS 23587+6004, WZ Cas, 
